Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1584471571,2020-03-17T18:59:31Z,KLM281,"44.184494,-121.03759",38975,497,210
1584471577,2020-03-17T18:59:37Z,KLM281,"44.172489,-121.048866",38975,496,215
1584471583,2020-03-17T18:59:43Z,KLM281,"44.162109,-121.059883",39000,496,216
1584471590,2020-03-17T18:59:50Z,KLM281,"44.149815,-121.074699",39000,495,221
1584471596,2020-03-17T18:59:56Z,KLM281,"44.140087,-121.088173",38975,495,225
1584471602,2020-03-17T19:00:02Z,KLM281,"44.13129,-121.101906",38975,494,229
1584471608,2020-03-17T19:00:08Z,KLM281,"44.122585,-121.117401",38975,493,232
1584471614,2020-03-17T19:00:14Z,KLM281,"44.11496,-121.132698",38975,491,236
1584471620,2020-03-17T19:00:20Z,KLM281,"44.107967,-121.148598",38975,491,238
1584471626,2020-03-17T19:00:26Z,KLM281,"44.100311,-121.167572",38975,490,241
1584471688,2020-03-17T19:01:28Z,KLM281,"44.036224,-121.340416",39000,491,242
1584471747,2020-03-17T19:02:27Z,KLM281,"43.971661,-121.501465",38975,495,232
1584471754,2020-03-17T19:02:34Z,KLM281,"43.961426,-121.518242",38975,496,228
1584471761,2020-03-17T19:02:41Z,KLM281,"43.950714,-121.533508",39000,497,224
1584471768,2020-03-17T19:02:48Z,KLM281,"43.938377,-121.548874",39000,498,220
1584471774,2020-03-17T19:02:54Z,KLM281,"43.927109,-121.561104",38975,499,216
1584471780,2020-03-17T19:03:00Z,KLM281,"43.914322,-121.573174",38975,500,213
1584471787,2020-03-17T19:03:07Z,KLM281,"43.900948,-121.583992",38975,500,209
1584471794,2020-03-17T19:03:14Z,KLM281,"43.887909,-121.593102",39000,501,205
1584471801,2020-03-17T19:03:21Z,KLM281,"43.872482,-121.602112",38975,502,201
1584471808,2020-03-17T19:03:28Z,KLM281,"43.85733,-121.609238",39000,503,197
1584471814,2020-03-17T19:03:34Z,KLM281,"43.84164,-121.615189",39000,503,194
1584471820,2020-03-17T19:03:40Z,KLM281,"43.828262,-121.619484",38975,503,192
1584471883,2020-03-17T19:04:43Z,KLM281,"43.684944,-121.661484",38975,498,191
1584471945,2020-03-17T19:05:45Z,KLM281,"43.546555,-121.701431",39000,497,191
1584472005,2020-03-17T19:06:45Z,KLM281,"43.411171,-121.740547",38975,497,191
1584472067,2020-03-17T19:07:47Z,KLM281,"43.272354,-121.780449",39000,500,191
1584472129,2020-03-17T19:08:49Z,KLM281,"43.132004,-121.820747",38975,498,191
1584472190,2020-03-17T19:09:50Z,KLM281,"42.994171,-121.8601",39000,499,191
1584472252,2020-03-17T19:10:52Z,KLM281,"42.852638,-121.900375",39000,504,191
1584472314,2020-03-17T19:11:54Z,KLM281,"42.712646,-121.93988",39000,507,191
1584472374,2020-03-17T19:12:54Z,KLM281,"42.57312,-121.97908",38975,505,191
1584472435,2020-03-17T19:13:55Z,KLM281,"42.432449,-122.018654",39000,505,191
1584472496,2020-03-17T19:14:56Z,KLM281,"42.293198,-122.057297",38975,502,191
1584472558,2020-03-17T19:15:58Z,KLM281,"42.155502,-122.095436",38975,502,191
1584472618,2020-03-17T19:16:58Z,KLM281,"42.018143,-122.133286",39000,500,191
1584472680,2020-03-17T19:18:00Z,KLM281,"41.876953,-122.172279",39000,501,191
1584472741,2020-03-17T19:19:01Z,KLM281,"41.73848,-122.210228",38975,500,191
1584472803,2020-03-17T19:20:03Z,KLM281,"41.599358,-122.248192",39000,500,191
1584472863,2020-03-17T19:21:03Z,KLM281,"41.461487,-122.285576",39000,497,191
1584472925,2020-03-17T19:22:05Z,KLM281,"41.323303,-122.322716",39000,498,191
1584472985,2020-03-17T19:23:05Z,KLM281,"41.18541,-122.360046",39000,503,191
1584473046,2020-03-17T19:24:06Z,KLM281,"41.048538,-122.396667",39000,503,191
1584473107,2020-03-17T19:25:07Z,KLM281,"40.907173,-122.434326",39000,505,191
1584473168,2020-03-17T19:26:08Z,KLM281,"40.768341,-122.471191",39000,503,191
1584473230,2020-03-17T19:27:10Z,KLM281,"40.62529,-122.509155",38975,501,191
1584473292,2020-03-17T19:28:12Z,KLM281,"40.484108,-122.54612",38975,505,191
1584473353,2020-03-17T19:29:13Z,KLM281,"40.345474,-122.582451",39000,506,191
1584473414,2020-03-17T19:30:14Z,KLM281,"40.206116,-122.618896",38975,506,191
1584473474,2020-03-17T19:31:14Z,KLM281,"40.067326,-122.655113",38975,504,191
1584473536,2020-03-17T19:32:16Z,KLM281,"39.926376,-122.691528",38975,502,191
1584473597,2020-03-17T19:33:17Z,KLM281,"39.785706,-122.727737",39000,500,191
1584473658,2020-03-17T19:34:18Z,KLM281,"39.646866,-122.763306",39000,502,191
1584473720,2020-03-17T19:35:20Z,KLM281,"39.506882,-122.799324",38975,503,191
1584473781,2020-03-17T19:36:21Z,KLM281,"39.366669,-122.8349",37050,502,191
1584473843,2020-03-17T19:37:23Z,KLM281,"39.224808,-122.870918",34850,505,191
1584473904,2020-03-17T19:38:24Z,KLM281,"39.086796,-122.905884",32875,494,191
1584473964,2020-03-17T19:39:24Z,KLM281,"38.95285,-122.939522",30900,482,191
1584474026,2020-03-17T19:40:26Z,KLM281,"38.820786,-122.942566",28950,460,168
1584474092,2020-03-17T19:41:32Z,KLM281,"38.686569,-122.903694",26875,445,166
1584474152,2020-03-17T19:42:32Z,KLM281,"38.567413,-122.867752",24950,434,166
1584474213,2020-03-17T19:43:33Z,KLM281,"38.447727,-122.832642",23025,423,167
1584474276,2020-03-17T19:44:36Z,KLM281,"38.327408,-122.797638",21100,413,167
1584474338,2020-03-17T19:45:38Z,KLM281,"38.21608,-122.764969",19325,403,167
1584474399,2020-03-17T19:46:39Z,KLM281,"38.104294,-122.732651",17550,388,166
1584474433,2020-03-17T19:47:13Z,KLM281,"38.046707,-122.715828",16600,381,167
1584474463,2020-03-17T19:47:43Z,KLM281,"37.995331,-122.700684",15650,374,166
1584474495,2020-03-17T19:48:15Z,KLM281,"37.941238,-122.685089",14750,368,167
1584474517,2020-03-17T19:48:37Z,KLM281,"37.906601,-122.671608",14175,362,156
1584474523,2020-03-17T19:48:43Z,KLM281,"37.89743,-122.665916",14025,360,152
1584474529,2020-03-17T19:48:49Z,KLM281,"37.888634,-122.659546",13900,358,149
1584474536,2020-03-17T19:48:56Z,KLM281,"37.879322,-122.651726",13775,354,145
1584474542,2020-03-17T19:49:02Z,KLM281,"37.871502,-122.644325",13675,351,142
1584474548,2020-03-17T19:49:08Z,KLM281,"37.864845,-122.637215",13550,348,139
1584474554,2020-03-17T19:49:14Z,KLM281,"37.857212,-122.628975",13350,348,139
1584474586,2020-03-17T19:49:46Z,KLM281,"37.818054,-122.587143",12350,345,139
1584474618,2020-03-17T19:50:18Z,KLM281,"37.77919,-122.54586",11575,335,139
1584474628,2020-03-17T19:50:28Z,KLM281,"37.766899,-122.53273",11300,334,139
1584474640,2020-03-17T19:50:40Z,KLM281,"37.752514,-122.517441",11025,329,139
1584474651,2020-03-17T19:50:51Z,KLM281,"37.739155,-122.503288",10950,321,139
1584474665,2020-03-17T19:51:05Z,KLM281,"37.724762,-122.488091",10925,309,140
1584474676,2020-03-17T19:51:16Z,KLM281,"37.712246,-122.474808",10925,298,139
1584474688,2020-03-17T19:51:28Z,KLM281,"37.700005,-122.461792",10925,290,139
1584474700,2020-03-17T19:51:40Z,KLM281,"37.687435,-122.448357",10925,283,139
1584474712,2020-03-17T19:51:52Z,KLM281,"37.676403,-122.4366",10925,274,139
1584474724,2020-03-17T19:52:04Z,KLM281,"37.664154,-122.423637",10925,264,139
1584474737,2020-03-17T19:52:17Z,KLM281,"37.653168,-122.411949",10925,254,139
1584474748,2020-03-17T19:52:28Z,KLM281,"37.643211,-122.401428",10925,251,139
1584474760,2020-03-17T19:52:40Z,KLM281,"37.632477,-122.39003",10925,251,139
1584474772,2020-03-17T19:52:52Z,KLM281,"37.621994,-122.37928",10925,251,143
1584474781,2020-03-17T19:53:01Z,KLM281,"37.611835,-122.371216",10950,251,149
1584474787,2020-03-17T19:53:07Z,KLM281,"37.605743,-122.367126",10925,252,152
1584474802,2020-03-17T19:53:22Z,KLM281,"37.590271,-122.357368",10675,252,153
1584474814,2020-03-17T19:53:34Z,KLM281,"37.578323,-122.350121",10500,250,154
1584474826,2020-03-17T19:53:46Z,KLM281,"37.56514,-122.342232",10325,248,154
1584474838,2020-03-17T19:53:58Z,KLM281,"37.552734,-122.334808",10150,246,154
1584474851,2020-03-17T19:54:11Z,KLM281,"37.540192,-122.327332",9950,244,154
1584474863,2020-03-17T19:54:23Z,KLM281,"37.527992,-122.320045",9725,244,154
1584474874,2020-03-17T19:54:34Z,KLM281,"37.515285,-122.312401",9475,246,154
1584474887,2020-03-17T19:54:47Z,KLM281,"37.50346,-122.304878",9250,246,151
1584474898,2020-03-17T19:54:58Z,KLM281,"37.491486,-122.295769",9050,245,147
1584474910,2020-03-17T19:55:10Z,KLM281,"37.480042,-122.286659",8875,242,147
1584474921,2020-03-17T19:55:21Z,KLM281,"37.470547,-122.278908",8650,241,146
1584474929,2020-03-17T19:55:29Z,KLM281,"37.463753,-122.272041",8525,241,137
1584474935,2020-03-17T19:55:35Z,KLM281,"37.45961,-122.265892",8450,240,126
1584474941,2020-03-17T19:55:41Z,KLM281,"37.456009,-122.258369",8350,239,119
1584474947,2020-03-17T19:55:47Z,KLM281,"37.453136,-122.251022",8250,238,115
1584474953,2020-03-17T19:55:53Z,KLM281,"37.450562,-122.24353",8150,238,112
1584474959,2020-03-17T19:55:59Z,KLM281,"37.448318,-122.235405",8025,239,107
1584474965,2020-03-17T19:56:05Z,KLM281,"37.446533,-122.227928",7900,238,106
1584474976,2020-03-17T19:56:16Z,KLM281,"37.441917,-122.211792",7650,241,111
1584474989,2020-03-17T19:56:29Z,KLM281,"37.436703,-122.195732",7450,239,112
1584475000,2020-03-17T19:56:40Z,KLM281,"37.432144,-122.18206",7275,233,112
1584475011,2020-03-17T19:56:51Z,KLM281,"37.427673,-122.168785",7125,224,113
1584475023,2020-03-17T19:57:03Z,KLM281,"37.422729,-122.15406",7000,218,112
1584475035,2020-03-17T19:57:15Z,KLM281,"37.418289,-122.139977",6875,215,109
1584475041,2020-03-17T19:57:21Z,KLM281,"37.417198,-122.134056",6775,215,99
1584475047,2020-03-17T19:57:27Z,KLM281,"37.417145,-122.125427",6700,214,86
1584475053,2020-03-17T19:57:33Z,KLM281,"37.418472,-122.118469",6625,213,73
1584475059,2020-03-17T19:57:39Z,KLM281,"37.420715,-122.112686",6550,212,61
1584475066,2020-03-17T19:57:46Z,KLM281,"37.425205,-122.105934",6450,213,43
1584475072,2020-03-17T19:57:52Z,KLM281,"37.430187,-122.101456",6375,214,32
1584475078,2020-03-17T19:57:58Z,KLM281,"37.435493,-122.09787",6250,216,26
1584475084,2020-03-17T19:58:04Z,KLM281,"37.441681,-122.094452",6125,219,22
1584475090,2020-03-17T19:58:10Z,KLM281,"37.447784,-122.092018",5975,221,14
1584475096,2020-03-17T19:58:16Z,KLM281,"37.453629,-122.091125",5900,222,4
1584475102,2020-03-17T19:58:22Z,KLM281,"37.459236,-122.091782",5825,219,351
1584475108,2020-03-17T19:58:28Z,KLM281,"37.466034,-122.094704",5650,215,336
1584475114,2020-03-17T19:58:34Z,KLM281,"37.469788,-122.097198",5525,213,331
1584475120,2020-03-17T19:58:40Z,KLM281,"37.474915,-122.101349",5375,210,325
1584475127,2020-03-17T19:58:47Z,KLM281,"37.481186,-122.106956",5150,206,324
1584475143,2020-03-17T19:59:03Z,KLM281,"37.492767,-122.117653",4800,203,323
1584475149,2020-03-17T19:59:09Z,KLM281,"37.497528,-122.12204",4700,203,323
1584475155,2020-03-17T19:59:15Z,KLM281,"37.502335,-122.12648",4625,202,323
1584475161,2020-03-17T19:59:21Z,KLM281,"37.506409,-122.130219",4525,201,323
1584475167,2020-03-17T19:59:27Z,KLM281,"37.511513,-122.134834",4425,200,324
1584475174,2020-03-17T19:59:34Z,KLM281,"37.515984,-122.138954",4325,200,322
1584475180,2020-03-17T19:59:40Z,KLM281,"37.520267,-122.144089",4225,198,311
1584475187,2020-03-17T19:59:47Z,KLM281,"37.524036,-122.150833",4125,196,302
1584475193,2020-03-17T19:59:53Z,KLM281,"37.526917,-122.157043",4050,193,299
1584475199,2020-03-17T19:59:59Z,KLM281,"37.529621,-122.163254",3975,192,298
1584475205,2020-03-17T20:00:05Z,KLM281,"37.532043,-122.169022",3850,191,297
1584475211,2020-03-17T20:00:11Z,KLM281,"37.53447,-122.174866",3675,188,297
1584475224,2020-03-17T20:00:24Z,KLM281,"37.539307,-122.186356",3300,186,297
1584475230,2020-03-17T20:00:30Z,KLM281,"37.541748,-122.192223",3125,186,297
1584475240,2020-03-17T20:00:40Z,KLM281,"37.546371,-122.203262",2750,184,297
1584475247,2020-03-17T20:00:47Z,KLM281,"37.548988,-122.209465",2550,183,297
1584475253,2020-03-17T20:00:53Z,KLM281,"37.551224,-122.214836",2450,184,297
1584475260,2020-03-17T20:01:00Z,KLM281,"37.553692,-122.220634",2325,185,297
1584475271,2020-03-17T20:01:11Z,KLM281,"37.558533,-122.232277",2150,183,297
1584475277,2020-03-17T20:01:17Z,KLM281,"37.560814,-122.23777",2075,182,297
1584475284,2020-03-17T20:01:24Z,KLM281,"37.563278,-122.243675",2025,177,297
1584475290,2020-03-17T20:01:30Z,KLM281,"37.565468,-122.248993",1975,169,297
1584475296,2020-03-17T20:01:36Z,KLM281,"37.567516,-122.253952",1900,165,297
1584475302,2020-03-17T20:01:42Z,KLM281,"37.569489,-122.258957",1800,161,295
1584475314,2020-03-17T20:01:54Z,KLM281,"37.573429,-122.269173",1550,154,295
1584475325,2020-03-17T20:02:05Z,KLM281,"37.577362,-122.278183",1375,147,301
1584475331,2020-03-17T20:02:11Z,KLM281,"37.579559,-122.282738",1300,147,301
1584475337,2020-03-17T20:02:17Z,KLM281,"37.581482,-122.286789",1225,147,300
1584475343,2020-03-17T20:02:23Z,KLM281,"37.583622,-122.291328",1125,146,299
1584475350,2020-03-17T20:02:30Z,KLM281,"37.585438,-122.295685",1050,145,297
1584475356,2020-03-17T20:02:36Z,KLM281,"37.587296,-122.30027",975,144,297
1584475368,2020-03-17T20:02:48Z,KLM281,"37.591026,-122.30954",825,143,296
1584475379,2020-03-17T20:02:59Z,KLM281,"37.594658,-122.318253",675,142,298
1584475387,2020-03-17T20:03:07Z,KLM281,"37.596939,-122.323509",575,142,298
1584475393,2020-03-17T20:03:13Z,KLM281,"37.598801,-122.327866",500,142,298
1584475404,2020-03-17T20:03:24Z,KLM281,"37.60257,-122.336761",350,144,298
1584475410,2020-03-17T20:03:30Z,KLM281,"37.604462,-122.34124",275,143,297
1584475417,2020-03-17T20:03:37Z,KLM281,"37.606247,-122.345482",225,142,298
1584475423,2020-03-17T20:03:43Z,KLM281,"37.608158,-122.350021",150,143,297
1584475429,2020-03-17T20:03:49Z,KLM281,"37.610111,-122.354614",50,143,298
1584475436,2020-03-17T20:03:56Z,KLM281,"37.612564,-122.360405",0,141,297
1584475442,2020-03-17T20:04:02Z,KLM281,"37.6143,-122.364525",0,138,298
1584475448,2020-03-17T20:04:08Z,KLM281,"37.616024,-122.368645",0,125,297
1584475454,2020-03-17T20:04:14Z,KLM281,"37.617317,-122.371735",0,94,284
1584475460,2020-03-17T20:04:20Z,KLM281,"37.618423,-122.374374",0,69,284
1584475467,2020-03-17T20:04:27Z,KLM281,"37.619156,-122.376122",0,47,284
1584475473,2020-03-17T20:04:33Z,KLM281,"37.619678,-122.37735",0,33,284
1584475482,2020-03-17T20:04:42Z,KLM281,"37.620037,-122.378334",0,15,275
1584475488,2020-03-17T20:04:48Z,KLM281,"37.620003,-122.378784",0,29,250
1584475494,2020-03-17T20:04:54Z,KLM281,"37.619843,-122.379089",0,23,227
1584475500,2020-03-17T20:05:00Z,KLM281,"37.619671,-122.379341",0,26,216
1584475508,2020-03-17T20:05:08Z,KLM281,"37.619293,-122.379486",0,27,180
1584475514,2020-03-17T20:05:14Z,KLM281,"37.618935,-122.37925",0,28,137
1584475521,2020-03-17T20:05:21Z,KLM281,"37.618679,-122.379036",0,29,135
1584475528,2020-03-17T20:05:28Z,KLM281,"37.618229,-122.378799",0,31,146
1584475538,2020-03-17T20:05:38Z,KLM281,"37.61771,-122.378647",0,27,154
1584475544,2020-03-17T20:05:44Z,KLM281,"37.617432,-122.378616",0,25,163
1584475551,2020-03-17T20:05:51Z,KLM281,"37.617107,-122.378639",0,23,168
1584475559,2020-03-17T20:05:59Z,KLM281,"37.616741,-122.378708",0,26,177
1584475566,2020-03-17T20:06:06Z,KLM281,"37.616409,-122.378853",0,27,185
1584475572,2020-03-17T20:06:12Z,KLM281,"37.616123,-122.379028",0,25,194
1584475578,2020-03-17T20:06:18Z,KLM281,"37.615883,-122.379204",0,25,194
1584475585,2020-03-17T20:06:25Z,KLM281,"37.615547,-122.379425",0,28,194
1584475596,2020-03-17T20:06:36Z,KLM281,"37.614967,-122.379807",0,32,194
1584475602,2020-03-17T20:06:42Z,KLM281,"37.614628,-122.380035",0,34,194
1584475608,2020-03-17T20:06:48Z,KLM281,"37.614254,-122.380295",0,33,194
1584475614,2020-03-17T20:06:54Z,KLM281,"37.613926,-122.380508",0,31,194
1584475620,2020-03-17T20:07:00Z,KLM281,"37.61359,-122.380722",0,32,194
1584475626,2020-03-17T20:07:06Z,KLM281,"37.613255,-122.380966",0,34,194
1584475632,2020-03-17T20:07:12Z,KLM281,"37.61285,-122.381226",0,15,194
1584475643,2020-03-17T20:07:23Z,KLM281,"37.612072,-122.381737",0,16,194
1584475650,2020-03-17T20:07:30Z,KLM281,"37.611683,-122.381981",0,34,194
1584475662,2020-03-17T20:07:42Z,KLM281,"37.611042,-122.382439",0,25,196
1584475670,2020-03-17T20:07:50Z,KLM281,"37.610916,-122.382828",0,25,236
1584475676,2020-03-17T20:07:56Z,KLM281,"37.610996,-122.383125",0,20,267
1584475682,2020-03-17T20:08:02Z,KLM281,"37.610939,-122.383408",0,22,244
1584475688,2020-03-17T20:08:08Z,KLM281,"37.610695,-122.383621",0,24,205
1584475695,2020-03-17T20:08:15Z,KLM281,"37.610462,-122.383766",0,24,194
1584475703,2020-03-17T20:08:23Z,KLM281,"37.610126,-122.38401",0,25,199
1584475710,2020-03-17T20:08:30Z,KLM281,"37.609863,-122.384232",0,25,199
1584475719,2020-03-17T20:08:39Z,KLM281,"37.609509,-122.384567",0,26,202
1584475730,2020-03-17T20:08:50Z,KLM281,"37.608971,-122.384964",0,29,196
1584475736,2020-03-17T20:08:56Z,KLM281,"37.608795,-122.385338",0,29,227
1584475742,2020-03-17T20:09:02Z,KLM281,"37.608856,-122.385681",0,29,264
1584475750,2020-03-17T20:09:10Z,KLM281,"37.609066,-122.386116",0,29,286
1584475757,2020-03-17T20:09:17Z,KLM281,"37.609268,-122.386597",0,30,284
1584475763,2020-03-17T20:09:23Z,KLM281,"37.609486,-122.387108",0,32,284
1584475770,2020-03-17T20:09:30Z,KLM281,"37.609669,-122.387589",0,33,284
1584475784,2020-03-17T20:09:44Z,KLM281,"37.61018,-122.388588",0,33,292
1584475790,2020-03-17T20:09:50Z,KLM281,"37.610241,-122.389084",0,32,261
1584475796,2020-03-17T20:09:56Z,KLM281,"37.610111,-122.389519",0,32,239
1584475802,2020-03-17T20:10:02Z,KLM281,"37.610123,-122.389992",0,34,261
1584475809,2020-03-17T20:10:09Z,KLM281,"37.610413,-122.390472",0,33,295
1584475815,2020-03-17T20:10:15Z,KLM281,"37.610657,-122.390862",0,34,295
1584475823,2020-03-17T20:10:23Z,KLM281,"37.610996,-122.39138",0,34,295
1584475829,2020-03-17T20:10:29Z,KLM281,"37.611286,-122.391769",0,15,300
1584475835,2020-03-17T20:10:35Z,KLM281,"37.611694,-122.392006",0,34,326
1584475842,2020-03-17T20:10:42Z,KLM281,"37.612106,-122.39193",0,28,357
1584475848,2020-03-17T20:10:48Z,KLM281,"37.61237,-122.391739",0,22,16
1584475855,2020-03-17T20:10:55Z,KLM281,"37.612511,-122.391502",0,19,39
1584475862,2020-03-17T20:11:02Z,KLM281,"37.612415,-122.391228",0,19,87
1584475869,2020-03-17T20:11:09Z,KLM281,"37.612267,-122.390984",0,18,106
1584475877,2020-03-17T20:11:17Z,KLM281,"37.612183,-122.39077",0,16,104
1584475886,2020-03-17T20:11:26Z,KLM281,"37.612049,-122.390541",0,2,104
